"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
| `isigeo_iduser` |  | `int4` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/ac5169351e1c4faf9d9cc11542ab2237).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"2018-01-01";"2018-12-31";"";"";False;"2021-11-29T19:01:50.145000";"2024-11-13T00:00:00";"2018,donnees-ouvertes,infrastructures,mobilite,points-de-comptage,route,transports";"2025-11-03T00:04:25.089000";3;3;"zip,pdf";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1777;417
"61a5158e84b460c93c4ed79b";"Etablissements Publics de Coopération Intercommunal 2015 - Département du Loiret";"etablissements-publics-de-cooperation-intercommunal-2015-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/etablissements-publics-de-cooperation-intercommunal-2015-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"EPCI - Limites des Établissements Publics de Coopération Intercommunale au 1er janvier 2015 sur le Département du Loiret.
Les Etablissements Publics de Coopération Intercommunale sont des structures qui associent plusieurs communes au sein d'un groupement intercommunal à fiscalité propre ayant pour objectif de conduire des projets communs d'aménagement du territoire et de développement économique et de gérer en commun les services à la population et les équipements collectifs d'intérêt communautaire.
Les établissements publics sont des communautés de communes ou des communautés d'agglomération.
En 2015, le Loiret est couvert par 2 Communautés d'agglomération et 26 Communautés de communes.
Pour précision : la Communauté de communes de la Beauce Oratorienne est rattachée au département du Loir-et-Cher.
**Contexte de collecte**
Les données proviennent de la Direction Générale des Collectivités Locales (DGCL) croisées avec le découpage communal issu de la BD Topo®.
Source pour les EPCI 2015: http://www.collectivites-locales.gouv.fr/liste-et-composition-2015
**Méthode de collecte**
Les données ont été créées par le Département du Loiret par fusion des communes de la BD Topo®.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `SIREN_EPCI` | Numéro SIREN de l'EPCI | `char` |
| `EPCI` | Nom de l'EPCI | `char` |
| `POP_2012` | Population au 1er janvier 2012 | `integer` |
| `OBJECTID` |  | `integer` |
| `st_area(shape)` |  | `double` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/3e29b557b89c4da7a23442a179f1fce2).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"2015-01-01";"2015-12-31";"";"";False;"2021-11-29T19:01:50.136000";"2024-11-13T00:00:00";"2015,epci,etablissements-publics-de-cooperation-intercommunale-epci,limites-administratives,referentiel-administratif,territoire";False;4;4;"zip,shapefile,csv";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1408;96
"61a5158e930fccc0394ed79b";"Périmètres des enjeux botaniques de bords de routes départementales - Département du Loiret ";"perimetres-des-enjeux-botaniques-de-bords-de-routes-departementales-departement-du-loiret";"";"https://www.data.gouv.fr/datasets/perimetres-des-enjeux-botaniques-de-bords-de-routes-departementales-departement-du-loiret";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Les périmètres de 100 mètres autour des enjeux botaniques de bords de routes départementales dans le Loiret
**Contexte de collecte**
Le CBNBP a été mandaté par le Département du Loiret des données pour réaliser l'inventaire des des enjeux botaniques de bord de routes départementales du Loiret, dans le cadre de partenariats successifs  de 2011 à 2019.
Ce document n’est pas exhaustif. Il donne une image de l’état des connaissances du CBNBP sur les bords de route à une date précise. Les sections de route prospectées ne représentant qu’un faible pourcentage du réseau routier géré par le Conseil départemental, il reste de nombreux secteurs pour lesquels aucun relevé n’est disponible. Or l’absence de données ne traduit en aucun cas une absence d’enjeu.
**Méthode de collecte**
Echelle de numérisation : 1: 25000
Supports cartographiques de numérisation : scan25 et ortho-photos de l’IGN
Date de validité : dernières modifications en novembre 2016
Etendue de l’inventaire : locale (site par site)
Homogénéité des données : Non (travail de terrain : données localisées avec certitude en bord de route et données antérieures à vérifier)
Homogénéité temporelle : - terrain entre mars et octobre ;
Années de prospections 2001, 2003, 2004, 2005 (anciennes données), 2011 à 2016 (données recueillies dans le cadre du partenariat).
Nomenclature utilisée : Référentiel taxonomique pour la flore de France métropolitaine (MNHN), Taxref 3
Méthode utilisée : voir notice en annexe de ce document
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `REMARQUE` |  | `char` |
| `SITE` |  | `char` |
| `LOCALISANT` |  | `char` |
| `SHAPE.AREA` |  | `double` |
| `ID` |  | `char` |
| `MENTIONNEE` |  | `char` |
| `LONGUEUR` |  | `double` |
| `OBJECTID` |  | `integer` |
| `ENJEU` | Niveau d'enjeu | `char` |
| `OBSERVATIO` |  | `char` |
| `SHAPE.LEN` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/5d8db5ca98eb4835b2e26cd5ca74c29f).";"";"annual";"License Not Specified";"2016-11-30";"2017-11-30";"";"";False;"2021-11-29T19:01:50.124000";"2018-09-03T00:00:00";"environnement-loiret,flore,route";"2024-04-13T00:40:10.927000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2018-09-03T00:00:00";"";"0.56";0;0;0;0;0;0;0;965;42
"61a5158eb8b9b1b0e24ed79b";"Sièges des agences territoriales routières - Département du Loiret";"sieges-des-agences-territoriales-routieres-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/sieges-des-agences-territoriales-routieres-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"La donnée contient la localisation ponctuelle des sièges des 4 agences territoriales routières du département du Loiret : Orléans, Sully-sur-Loire, Montargis et Pithiviers.
**Contexte de collecte**
Historiquement, la genèse des agences territoriales routières s'est faite suite aux lois de décentralisation de 1982, où les conseils départementaux ont progressivement repris la gestion directe des personnels qui, au sein des DDE, assuraient les missions qui relèvent de leurs compétences, notamment la voirie départementale.
**Méthode de collecte**
La donnée a été créée en effectuant une géolocalisation batimentaire à partir de la couche de l'imagerie photographique du département (Orthophotographie 2010)
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `LOCALISANT` | Nom du secteur de l'agence territoriale | `char` |
| `VILLE` | Commune du siège de l'agence territoriale | `char` |
| `CODE_POSTAL` | Code postal du siège de l'agence territoriale | `char` |
| `SITE` | Nom de l'agence territoriale routière | `char` |
| `ADRESSE` | Adresse du siège de l'agence territoriale | `char` |
| `FAX` | Fax du siège de l'agence territoriale routière | `char` |
| `OBJECTID` |  | `integer` |
| `TELEPHONE` | Téléphone du siège de l'agence territoriale | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/b32c4cf4808b4bdc99019660db0d952e).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.100000";"2022-04-13T00:00:00";"donnees-ouvertes,infrastructures,route,transports";False;2;2;"zip,csv";"DCAT";"dcat.isogeo.com";"";"2022-04-13T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3193;731
"61a5158eee19390a814ed79b";"Sièges des Maisons Du Département - Département du Loiret";"sieges-des-maisons-du-departement-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/sieges-des-maisons-du-departement-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Le Loiret compte 7 Maisons du Département. Elles rassemblent les services de la Solidarité du secteur concerné (anciennes UTS) mais sont également susceptibles d’accueillir des agents des Routes ou des Bâtiments ainsi qu’un espace d’information sur les services publics comme c’est le cas à Pithiviers.
Elles incarnent avant tout les services de proximité du Département, d’où la notion de Maison du Département.
Ce sont principalement des agents de la Solidarité qui y travaillent : assistants sociaux, éducateurs spécialisés, conseillers en économie sociale et familiale, psychologues, médecins de la protection maternelle et infantile, médecins des personnes âgées et handicapées, puéricultrices. 
**Contexte de collecte**
La couche contient la localisation des Maisons Du Département, les coordonnées postales, téléphoniques et courriels des 7 MDD.
**Méthode de collecte**
Les MDD ont été géolocalisées à l'adresse à l'aide d'un géocodeur.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `MAIL` | Courriel | `char` |
| `NOM_MAJ` | Nom de la commune | `char` |
| `NOM` | Nom court | `char` |
| `SITE_WEB` | Lien internet | `char` |
| `TELEPHONE` | Coordonnées téléphoniques | `char` |
| `ITINERAIRE` | Localisation Google Maps | `char` |
| `ADRESSE` | Adresse postale | `char` |
| `Y` | Coordonnées Y de la MDD | `double` |
| `NOMMDD` | Nom complet de la MDD | `char` |
| `COMMUNE` | Nom de la commune | `char` |
| `CODE_POSTAL` | Code postal | `double` |
| `CODE_MDD` | Code de la MDD | `char` |
| `OBJECTID` |  | `integer` |
| `X` | Coordonnées X de la MDD | `double` |
| `CREATED_USER` |  | `char` |
| `CREATED_DATE` |  | `date` |
| `LAST_EDITED_USER` |  | `char` |
| `LAST_EDITED_DATE` |  | `date` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/6ee147c53d654d4baa31e32141f6c7b8).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.097000";"2022-04-25T00:00:00";"donnees-ouvertes,maisons-du-departement,mdd,sites,social";"2025-06-16T00:00:27.021000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.33";0;0;0;0;0;0;0;1475;158
"61a5158ef0f2e393784ed79b";"Secteurs des collèges - Département du Loiret";"secteurs-des-colleges-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/secteurs-des-colleges-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Le jeu de données contient les secteurs de recrutement des collèges publics du Département du Loiret.
**Contexte de collecte**
Conformément au code de l’Éducation, le Département arrête les secteurs de recrutement des collèges. Véritable maillage territorial, elle prend en compte l'évolution des effectifs et conditionne les opérations de construction et de réhabilitation des collèges.
Chaque parent d'élève peut désormais se rendre sur le site http://www.geoloiret.com/ afin d'identifier le collège de rattachement de son enfant en fonction de son adresse.
Les modifications de sectorisation sont menées en concertation avec les services départementaux de l’Éducation nationale, les collèges, les parents d'élèves, les collectivités locales et le Département du Loiret.
**Méthode de collecte**
Les secteurs ont été créés par regroupement des communes issues de la BD Topo® de l'IGN.
Pour les communes qui sont découpées en plusieurs secteurs, la limite de ces secteurs a été créée à l'aide des tronçons de routes de la BD Topo® de l'IGN. 
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `CLG_VILLE` | Ville | `char` |
| `CLG_ADR` | Adresse | `char` |
| `CLG_DEP` | Département | `char` |
| `CLG_SEC` | Nom du secteur | `char` |
| `CLG_CP` | Code postal | `char` |
| `CLG_INSEE` | Code INSEE | `char` |
| `OBJECTID` |  | `integer` |
| `CLG_MEL` | Mail | `char` |
| `CLG_RNE` | Identifiant | `char` |
| `CLG_TEL` | Téléphone | `char` |
| `st_area(shape)` |  | `double` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/df593dc0e2c3476f97b66453dafae11c).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:50.097000";"2025-07-16T00:00:00";"college,donnees-ouvertes,education,sectorisation";False;3;3;"zip";"DCAT";"dcat.isogeo.com";"";"2025-07-16T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3007;593
"61a5158eb894fbbbfc4ed79b";"Annuaire de l'éducation - Ministère de l'Education Nationale - Département du Loiret - 2018";"annuaire-de-leducation-ministere-de-leducation-nationale-departement-du-loiret-2018";"";"https://www.data.gouv.fr/datasets/annuaire-de-leducation-ministere-de-leducation-nationale-departement-du-loiret-2018";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Annuaire de l'éducation issu du Ministère de l'éducation National. La couche contient les données sur les établissements.
La donnée a été téléchargée sur le site [Data.education.gouv.fr](https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/information/?disjunctive.type_etablissement&q=45&dataChart=eyJxdWVyaWVzIjpbeyJjb25maWciOnsiZGF0YXNldCI6ImZyLWVuLWFubnVhaXJlLWVkdWNhdGlvbiIsIm9wdGlvbnMiOnsiZGlzanVuY3RpdmUudHlwZV9ldGFibGlzc2VtZW50Ijp0cnVlLCJxIjoiNDUifX0sImNoYXJ0cyI6W3siYWxpZ25Nb250aCI6dHJ1ZSwidHlwZSI6ImxpbmUiLCJmdW5jIjoiQVZHIiwieUF4aXMiOiJjb2RlX3Bvc3RhbCIsInNjaWVudGlmaWNEaXNwbGF5Ijp0cnVlLCJjb2xvciI6IiNBRjE5NzQifV0sInhBeGlzIjoiZGF0ZV9tYWpfbGlnbmUiLCJtYXhwb2ludHMiOiIiLCJ0aW1lc2NhbGUiOiJ5ZWFyIiwic29ydCI6IiJ9XSwiZGlzcGxheUxlZ2VuZCI6dHJ1ZSwiYWxpZ25Nb250aCI6dHJ1ZX0%3D&location=10,47.31276,1.87386&basemap=jawg.streets)
**Contexte de collecte**
Les données ponctuelles ont été mises à jour en septembre 2018.
**Méthode de collecte**
Les informations de localisation des établissements scolaires ont été récupérées sur l'annuaire de l'Education Nationale [à cette adresse](https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/information/?disjunctive.type_etablissement&q=45&dataChart=eyJxdWVyaWVzIjpbeyJjb25maWciOnsiZGF0YXNldCI6ImZyLWVuLWFubnVhaXJlLWVkdWNhdGlvbiIsIm9wdGlvbnMiOnsiZGlzanVuY3RpdmUudHlwZV9ldGFibGlzc2VtZW50Ijp0cnVlLCJxIjoiNDUifX0sImNoYXJ0cyI6W3siYWxpZ25Nb250aCI6dHJ1ZSwidHlwZSI6ImxpbmUiLCJmdW5jIjoiQVZHIiwieUF4aXMiOiJjb2RlX3Bvc3RhbCIsInNjaWVudGlmaWNEaXNwbGF5Ijp0cnVlLCJjb2xvciI6IiNBRjE5NzQifV0sInhBeGlzIjoiZGF0ZV9tYWpfbGlnbmUiLCJtYXhwb2ludHMiOiIiLCJ0aW1lc2NhbGUiOiJ5ZWFyIiwic29ydCI6IiJ9XSwiZGlzcGxheUxlZ2VuZCI6dHJ1ZSwiYWxpZ25Nb250aCI6dHJ1ZX0%3D&location=10,47.31276,1.87386&basemap=jawg.streets). Les données ont été téléchargées au format shape et avaient pour système de coordonnées le WGS84. Elles ont été reprojetées en Lambert 93 RGF93.
La données source concerne la France entière. Pour les besoins du département du Loiret et pour faciliter les traitements, une extraction des établissements scolaires du Loiret ont été retenus et stockés en base de données.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `OBJECTID` |  | `integer` |
| `IDENTIFIANT_ETABLISSEMENT` |  | `char` |
| `NOM_ETABLISSEMENT` |  | `char` |
| `TYPE_ETABLISSEMENT` |  | `char` |
| `STATUT_PUBLIC_PRIVE` |  | `char` |
| `ADRESSE_1` |  | `char` |
| `ADRESSE_2` |  | `char` |
| `ADRESSE_3` |  | `char` |
| `CODE_POSTAL` |  | `char` |
| `CODE_COMMUNE` |  | `char` |
| `NOM_COMMUNE` |  | `char` |
